ܐܦܪܝܩܐ	Afrika
ܓܘܙܐ	Valnøttfamilien
ܕܝܐܠܐ (ܗܘܦܪܟܝܐ)	Diyala (provins)
ܣܝܢܝ	Sinai
ܚܡܬ (ܗܘܦܪܟܝܐ)	Hama (guvernement)
ܐܝܣܪܐܝܠ (ܬܘܚܡܐ ܐܚܪܢܐ)	Israel (andre betydninger)
ܡܠܐܟܐ	Engel
ܫܢܬܐ ܦܫܝܛܬܐ	Normalår
ܡܠܟܘܬܐ ܕܒܝܬ ܥܣܪ ܥܝܢܐ	Osroene
ܕܪܥܐ (ܡܕܝܢܬܐ)	Darʿā
ܣܘܣܝܐ ܐܝܣܠܢܕܝܐ	Islandshest
ܩܠܐ	Note
ܛܘܘܝܐ	Grilling
ܠܒܠܒܬܐ	Drøvel
ܙܓܐ ܕܣܦܝܢܬܐ	Skipsklokke
ܗܪܗܪܐ	Luftspeiling
ܚܣܟܗ (ܡܕܝܢܬܐ)	Al-Hasakah
ܛܐܪܩ ܥܙܝܙ	Tariq Aziz
ܥܪܩ	Arak (brennevin)
ܫܠܦܐ	Knivblad
ܐܘܛܪܝܟܛ	Utrecht (andre betydninger)
ܡܪܝ ܐܕܝ ܬܪܝܢܐ	Addai II
ܥܡܐ ܐܬܘܪܝܐ/ܣܘܪܝܝܐ	Assyrere
ܛܘܪܐ ܕܣܝܢܝ	Sinai (fjell)
ܦܘܪܬܥܢܐ	Lopper
ܟܪܘܙܘܬܐ ܕܡܬܝ	Evangeliet etter Matteus
ܐܓܪܬܐ ܕܠܘܬ ܐܦܣܝܐ	Paulus' brev til efeserne
10000 (ܡܢܝܢܐ)	10 000
ܒܢܦܫܐ	Lilla
ܢܨܪܬ	Nasaret
ܟܬܒܐ ܕܡܘܪܡܘܢ	Mormons bok
ܐܝܓܢܐܛܝܘܣ ܡܘܫܐ ܩܕܡܝܐ ܕܐܘܕ	Ignatius Moses I
ܒܫܐܪܐ ܦܛܪܘܣ ܐܠܪܐܥܝ	Bechara Boutros al-Rahi
ܥܡܢܘܐܝܠ ܬܠܝܬܝܐ ܕܠܝ	Emmanuel III Delly
ܥܡܘܕܐ ܦܩܪܝܐ	Ryggsøyle
ܒܝܬ ܫܥܝܐ	Stadion
ܓܘܕ ܫܪܠܘܛ	Good Charlotte
ܚܣܚܘܣܐ	Brusk
ܐܝܣܛܢܒܘܠ (ܗܘܦܪܟܝܐ)	İstanbul (provins)
ܝܘܢܝܐ	Grekere
ܥܢܟܒܐ	Enkawa
ܓܗܢܐ	Gehenna (Dal utenfor Jerusalem)
ܐܓܢܛܝܘܣ ܝܘܣܦ ܬܠܝܬܝܐ ܝܘܢܢ	Ignatius Josef III
ܡܪܝ ܕܢܚܐ ܪܒܝܥܝܐ	Dinkha IV
ܬܐܓܘܪܬܐ	Handel
ܡܛܟܣܬܐ ܐܬܘܪܝܬܐ ܕܝܡܩܪܛܝܬܐ	Den assyriske demokratiske organisasjon
ܡܪܝ ܐܦܪܝܡ	Aprem Mooken
ܫܝܪܢܐܟ (ܗܘܦܪܟܝܐ)	Şırnak (provins)
ܥܘܩܣܐ	Stikkebrodd
ܟܗܢܘܬܐ	Ordinasjon
ܚܒܘܪ	Khabur
ܗܕܡܐ ܓܘܝܐ	Organ
ܐܘܪܘܦܐ	Europa (andre betydninger)
ܐܣܝܪܝܣܩܐ	Assyriska FF
ܥܕܬܐ ܣܘܪܝܝܬܐ ܩܬܘܠܝܩܝܬܐ	Den syrisk-katolske kirke
ܥܨܘܒܐ	Kirurg
ܐܘܣܛܪܠܝܐ	Australia (andre betydninger)
ܫܪܓܐ ܕܢܦܛܐ	Oljelampe
ܗܘܦܪܟܝܣ ܕܥܝܪܐܩ	Iraks provinser
ܚܬܢܐ (ܒܝܬܝܘܬܐ)	Brudgom
ܒܝܬ ܟܬܒܐ ܕܐܫܘܪ ܒܢܐܦܠ	Ashurbanipals bibliotek
ܒܕܘܩܐ	Speiderbevegelsen
ܥܘܕܪܢܐ:ܚܒܝܫܬ̈ܐ	Hjelp:Portal
ܓܦܬܐ	Klatreplante
ܙܒܐ	Lille Zab
ܐܝܓܢܐܛܝܘܣ ܙܟܝ ܩܕܡܝܐ ܥܝܘܐܨ	Ignatius Zakka I
ܐܣܛܘܡܟܐ	Magesekk
ܓܢܬܐ	Hage
ܕܪܓܘܫܬܐ	Vugge
ܚܝܠܐ ܠܒܢܝܐ	Al Qouwat al Lubnania
ܐܠܩܘܫ	Alqosh
ܐܘܪܗܝ	Edessa (Mesopotamia)
ܘܝܩܝܦܕܝܐ:ܐܝܙܓܕܘܬܐ	Wikipedia:Ambassade
ܫܠܝܬܐ	Morkake
ܒܝܬ ܛܘܣܐ	Flyplass
ܒܝܬ ܫܡܪܝܐ	Samaria (region)
ܐܓܢܣ ܡܘ	Agnes Monica
ܣܕܪܐ:ܓܪܡܢ	Kategori:Tyskland
ܣܕܪܐ:ܐܝܛܠܝܐ	Kategori:Italia
ܣܕܪܐ:ܐܬܪܘܬܐ ܡܚܝܕܐ ܕܐܡܪܝܩܐ	Kategori:USA
ܣܕܪܐ:ܪܘܣܝܐ	Kategori:Russland
ܣܕܪܐ:ܩܢܕܐ	Kategori:Canada
ܣܕܪܐ:ܐܝܣܪܐܝܠ	Kategori:Israel
ܣܕܪܐ:ܛܘܪܩܝܐ	Kategori:Tyrkia
ܣܕܪܐ:ܡܨܪܝܢ	Kategori:Egypt
ܣܕܪܐ:ܐܝܪܐܢ	Kategori:Iran
ܥܐܕܐ	Helligdag
ܣܕܪܐ:ܥܝܪܐܩ	Kategori:Irak
ܣܕܪܐ:ܗܘܠܢܕܐ	Kategori:Nederland
ܣܕܪܐ:ܦܘܠܢܕ	Kategori:Polen
ܣܕܪܐ:ܛܝܪܐ	Kategori:Fugler
ܣܕܪܐ:ܝܥܝܬܐ	Kategori:Planter
ܣܕܪܐ:ܬܘܕܝܬܐ	Kategori:Religion
ܣܕܪܐ:ܝܕܥܬܐ	Kategori:Vitenskap
ܦܪܡܬܐ ܕܣܡܠܐ	Semile-massakren
ܨܘܒܐ	Nusaybin
ܕܪܥܐ (ܗܘܦܪܟܝܐ)	Darʿā (guvernement)
ܣܕܪܐ ܕܦܛܪܝܪܟܐ ܕܥܕܬܐ ܕܡܕܢܚܐ	Liste over Østens katolikos-patriarker
ܢܩܘܕ	Niqqud
ܚܝܠܐ	Muskelkraft
ܡܪܝܡ (ܚܬܗ ܕܡܘܫܐ)	Mirjam
ܡܪܝ ܬܐܘܡܐ ܕܪܡܘ	Thoma Darmo
ܣܕܪܐ:ܬܘܚܡܐ ܐܚܪܢܐ	Kategori:Pekere
ܣܕܪܐ:ܡܫܝܚܝܘܬܐ	Kategori:Kristendom
ܣܕܪܐ:ܐܣܠܐܡ	Kategori:Islam
ܣܕܪܐ:ܝܗܘܕܝܘܬܐ	Kategori:Jødedom
ܦܩܥܬܐ ܕܢܝܢܘܐ	Ninevesletten
ܠܩܐ ܕܣܦܝܢܬܐ	Åre (redskap)
ܫܩܠܒܕ	Shaqlawa
ܙܚܘܪܝܬܐ (ܓܘܢܐ)	Skarlagen
ܐܢܩܪܐ (ܗܘܦܪܟܝܐ)	Ankara (provins)
ܬܠ ܟܐܦܐ	Tel Keppe
ܝܘܢܢ	Jona
ܫܡܐ ܕܝܠܝܕܘܬܐ	Døpenavn
ܒܪܛܠܐ	Bartella
ܫܘܫܡܬܐ	Sesam
ܣܕܪܐ:ܘܝܩܝܦܕܝܐ	Kategori:Kategoriinnhold
ܣܕܪܐ:ܝܒܫܬܐ	Kategori:Kontinenter
ܒܓܕܝܕܐ	Bakhdida
ܝܙܦܬܐ	Gjeld
ܦܨܝܕܐ	Pytt
ܢܘܪܢܝܐ	Pyramide
ܘܝܩܝܦܕܝܐ:HotCat	Wikipedia:HotCat
ܒܛܐ	Ender
ܗܝܟܠܐ ܕܫܠܝܡܘܢ	Tempelet i Jerusalem
ܩܠܒܐ:ܓܕܫܐ ܗܫܝܐ	Mal:Aktuelt
ܣܕܪܐ:ܡܟܬܒܢܘܬܐ ܕܐܬܪܘܬܐ	Kategori:Land
ܘܝܩܝܦܕܝܐ:ܡܕܒܪܢܐ	Wikipedia:Administratorer
ܣܕܪܐ:ܫܕܬܐ	Kategori:Beskjeftigelser
ܘܝܩܝܦܕܝܐ:ܒܘܬ̈ܐ	Wikipedia:Roboter
ܣܕܪܐ:ܙܒܢܐ	Kategori:Tid
ܣܕܪܐ:ܙܘܙܐ	Kategori:Penger
ܣܕܪܐ:ܝܘܠܦܢ ܨܪܘܝܘܬܐ	Kategori:Anatomi
ܣܕܪܐ:ܐܣܝܘܬܐ	Kategori:Medisin
ܬܠܐ ܙܩܝܦܐ	Tel Skuf
ܟܪܡܠܫ	Karamles
ܫܡܥܘܢ (ܫܡܐ)	Simon
ܡܪܝ ܥܒܕܝܝܫܘܥ ܕܨܘܒܐ	Abdisho bar Berika
ܡܨܪܝܢ	Egypt
ܩܠܒܐ:Bot	Mal:Bot
ܩܢܕܐ	Canada
ܣܕܪܐ:ܝܘܢ	Kategori:Hellas
ܣܕܪܐ:ܣܘܝܕ	Kategori:Sverige
ܩܠܒܐ:ܐܫܛܪܘܬܐ	Mal:Dokumentasjon
ܣܕܪܐ:User languages	Kategori:Wikipedia-brukere etter språk
ܦܘܠܚܢܐ	Næringsliv
ܩܠܒܐ:Softredirect	Mal:Softredirect
ܩܠܒܐ:Delete	Mal:Hurtigsletting
ܣܕܪܐ:ܛܟܢܘܠܘܓܝܐ	Kategori:Teknologi
ܓܒܪܐܝܠ (ܫܡܐ)	Gabriel (navn)
ܡܝܟܐܝܠ (ܫܡܐ)	Michael
ܣܕܪܐ:ܠܫܢܐ	Kategori:Språk
ܣܕܪܐ:ܩܢܘܢܐ ܕܠܥܙܐ	Kategori:Grammatikk
ܘܝܩܝܦܕܝܐ:General disclaimer	Wikipedia:Generelle forbehold
ܘܝܩܝܦܕܝܐ:ܕܘܒܪܐ	Wikipedia:Stilmanual
ܩܠܒܐ:Navbox	Mal:Navboks
ܩܠܒܐ:!	Mal:!
ܣܕܪܐ:ܩܠܒܐ ܐܬܘܬܐ ܕܐܝܣܘ	Kategori:Flaggmaler
ܩܠܒܐ:ܡܦܐܬܐ ܩܠܒܐ	Mal:Tnavbar
ܩܠܒܐ:Clear	Mal:Clear
ܘܝܩܝܦܕܝܐ:ܡܟܬܒܘܬܐ ܕܡܓܠܐ ܠܟܠ ܘܝܩܝܦܕܝܐ	Wikipedia:Liste over artikler vi bør ha
ܣܕܪܐ:ܐܠܝܩܛܪܘܢܝܘܬܐ	Kategori:Elektronikk
ܣܕܪܐ:ܝܪܚܐ ܕܫܢܬܐ	Kategori:Måneder
ܩܠܒܐ:Babel	Mal:Babel
ܩܠܒܐ:Commons	Mal:Commons
ܩܠܒܐ:Reflist	Mal:Referanser
ܩܠܒܐ:User ar-1	Mal:Bruker ar-1
ܩܠܒܐ:User az	Mal:Bruker az
ܩܠܒܐ:See also	Mal:Se også
ܩܠܒܐ:User de	Mal:Bruker de
ܩܠܒܐ:User es	Mal:Bruker es
ܩܠܒܐ:User en-3	Mal:Bruker en-3
ܩܠܒܐ:User en-1	Mal:Bruker en-1
ܩܠܒܐ:User en-2	Mal:Bruker en-2
ܩܠܒܐ:User en-4	Mal:Bruker en-4
ܩܠܒܐ:User en-0	Mal:Bruker en-0
ܩܠܒܐ:User en	Mal:Bruker en
ܩܠܒܐ:User fa	Mal:Bruker fa
ܩܠܒܐ:User fr-1	Mal:Bruker fr-1
ܩܠܒܐ:User he-2	Mal:Bruker he-2
ܩܠܒܐ:User he-1	Mal:Bruker he-1
ܩܠܒܐ:User sk	Mal:Bruker sk
ܩܠܒܐ:User tr	Mal:Bruker tr
ܩܠܒܐ:User ja	Mal:Bruker ja
ܩܠܒܐ:User fr	Mal:Bruker fr
ܩܠܒܐ:User he	Mal:Bruker he
ܣܕܪܐ:ܐܣܝܐ	Kategori:Asia
ܣܕܪܐ:ܕܪܐ ܕܥܣܪܝܢ ܘܚܕ	Kategori:2000-tallet
ܩܠܒܐ:Mod	Mal:Mod
ܩܠܒܐ:User sv	Mal:Bruker sv
ܩܠܒܐ:User it	Mal:Bruker it
ܣܕܪܐ:ܝܘܡܐ ܕܫܒܘܥܐ	Kategori:Dager i uken
ܩܠܒܐ:Edit	Mal:Rediger
ܩܠܒܐ:ܡܟܬܒܢܘܬܐ ܕܝܦܬܐ	Mal:Sammenleggbar liste
ܩܠܒܐ:Ambox	Mal:Amboks
ܩܠܒܐ:Navigation templates	Mal:Navigational templates
ܩܠܒܐ:ܐܬܪܐ	Mal:Infoboks land2
ܩܠܒܐ:ܝܬܝܪ	Mal:Hovedartikkel2
ܣܕܪܐ:User en	Kategori:Bruker en
ܣܕܪܐ:User zh	Kategori:Bruker zh
ܣܕܪܐ:User zh-N	Kategori:Bruker zh-N
ܩܠܒܐ:ܨܢܕܘܩ ܪܡܙܐ2	Mal:Infoboks
ܩܠܒܐ:User zh	Mal:Bruker zh
ܩܠܒܐ:ܐܫܛܪܘܬܐ/ܨܢܕܘܩ ܫܪܝܬܐ	Mal:Dokumentasjon/start boks
ܩܠܒܐ:Documentation/end box2	Mal:Dokumentasjon/end boks 2
ܩܠܒܐ:Documentation/start box2	Mal:Dokumentasjon/start boks 2
ܣܕܪܐ:ܦܐܦܐ	Kategori:Paver
ܩܠܒܐ:Pp-template	Mal:Beskyttet side
ܩܠܒܐ:User nl-1	Mal:Bruker nl-1
ܩܠܒܐ:User nl-2	Mal:Bruker nl-2
ܣܕܪܐ:ܪܝܫܝ ܩܘܛܢܝܘܬܐ	Kategori:Presidenter
ܩܠܒܐ:User ru	Mal:Bruker ru
ܩܠܒܐ:IPA	Mal:IPA
ܣܕܪܐ:ܗܪܘܡܐ	Kategori:Krydder
ܣܕܪܐ:ܦܠܫܬ	Kategori:Palestina
ܣܕܪܐ:ܡܠܐܟܐ	Kategori:Engler
ܩܠܒܐ:Category redirect	Mal:Kategoriomdirigering
ܩܠܒܐ:ܨܢܕܘܩ ܡܕܒܪܢܐ	Mal:Infoboks person med verv
ܩܠܒܐ:Sortname	Mal:Sorterbart navn
ܩܠܒܐ:Border	Mal:Border
ܩܠܒܐ:ܪܕ	Mal:Fmbox
ܩܠܒܐ:User nl	Mal:Bruker nl
ܩܠܒܐ:ܡܣܦܩ ܩܐܫ	Mal:Oppdater
ܩܠܒܐ:ܨܢܕܘܩ ܐܡܢܐ	Mal:Infoboks kunstner
ܩܠܒܐ:ܡܦܠܚܢܐ	Mal:Bruker
ܣܕܪܐ:ܬܘܢܣ	Kategori:Tunisia
ܩܠܒܐ:Cmbox	Mal:Kmboks
ܩܠܒܐ:Mbox	Mal:Mbox
ܩܠܒܐ:Oppose	Mal:Imot
ܩܠܒܐ:User ar-2	Mal:Bruker ar-2
ܩܠܒܐ:User ar-3	Mal:Bruker ar-3
ܩܠܒܐ:User ar	Mal:Bruker ar
ܩܠܒܐ:ܝܘܡܐ ܕܫܒܘܥܐ	Mal:Ukedager
ܣܕܪܐ:ܡܕܝܢܬܐ ܒܐܘܚܕܢܐ ܡܚܝܕܐ	Kategori:Byer i USA
ܩܠܒܐ:ܬ.ܐ.	Mal:Peker
ܣܕܪܐ:ܩܠܒܐ ܨܢܕܘܩܐ	Kategori:Infobokser
ܩܠܒܐ:ܩܘܕܝܟܘܣ ܕܣܕܪܐ	Mal:KategoriTOC
ܣܕܪܐ:User yue	Kategori:Bruker yue
ܣܕܪܐ:User az	Kategori:Bruker az
ܣܕܪܐ:User sk	Kategori:Bruker sk
ܣܕܪܐ:User fr	Kategori:Bruker fr
ܣܕܪܐ:User ja	Kategori:Bruker ja
ܣܕܪܐ:User la	Kategori:Bruker la
ܣܕܪܐ:User pt	Kategori:Bruker pt
ܣܕܪܐ:User ro	Kategori:Bruker ro
ܣܕܪܐ:User sv	Kategori:Bruker sv
ܣܕܪܐ:User ko-N	Kategori:Bruker ko-N
ܣܕܪܐ:ܗܘܦܪܟܝܣ ܕܥܝܪܐܩ	Kategori:Iraks guvernementer
ܩܠܒܐ:Cat main	Mal:Hovedartikkel
ܣܕܪܐ:User ar	Kategori:Bruker ar
ܣܕܪܐ:User da	Kategori:Bruker da
ܣܕܪܐ:User sk-N	Kategori:Bruker sk-N
ܣܕܪܐ:User de	Kategori:Bruker de
ܣܕܪܐ:User el	Kategori:Bruker el
ܣܕܪܐ:User en-N	Kategori:Bruker en-N
ܣܕܪܐ:User es	Kategori:Bruker es
ܣܕܪܐ:User fa	Kategori:Bruker fa
ܣܕܪܐ:User fi	Kategori:Bruker fi
ܣܕܪܐ:User he	Kategori:Bruker he
ܩܠܒܐ:N/a	Mal:N/a
ܣܕܪܐ:User hy	Kategori:Bruker hy
ܣܕܪܐ:ܠܫܢܐ ܥܒܪܝܐ	Kategori:Hebraisk
ܣܕܪܐ:ܡܕܝܢܬܐ ܒܐܝܣܪܐܝܠ	Kategori:Byer i Israel
ܣܕܪܐ:User it	Kategori:Bruker it
ܣܕܪܐ:User ko	Kategori:Bruker ko
ܣܕܪܐ:ܒܬܫܪܝܢ ܐܚܪܝ	Kategori:Dager i november
ܣܕܪܐ:ܝܡܡܐ	Kategori:Hav
ܩܠܒܐ:ܐܠܦܒܝܬ ܝܘܢܝܐ	Mal:Greske bokstaver
ܣܕܪܐ:ܦܛܪܝܪܟܘ ܕܥܕܬܐ ܣܘܪܝܝܬܐ ܩܬܘܠܝܩܝܬܐ	Kategori:Syrisk-katolske patriarker av Antiokia
ܩܠܒܐ:ܣܡܘܩܐ	Mal:Rød
ܣܕܪܐ:User ru	Kategori:Bruker ru
ܣܕܪܐ:User ru-3	Kategori:Bruker ru-3
ܣܕܪܐ:User tl	Kategori:Bruker tl
ܣܕܪܐ:User tr	Kategori:Bruker tr
ܣܕܪܐ:ܙܡܪܐ	Kategori:Musikere
ܩܠܒܐ:Lang	Mal:Språk
ܣܕܪܐ:ܪܫܘܡܐ	Kategori:Malere
ܣܕܪܐ:ܡܕܝܢܬܐ ܒܐܢܓܠܢܕ	Kategori:Byer i England
ܩܠܒܐ:Cat handler/numbered	Mal:Category handler/numbered
ܣܕܪܐ:ܢܝܓܪ	Kategori:Niger
ܣܕܪܐ:ܣܥܪܐ	Kategori:Hårfrisyrer
ܩܠܒܐ:User ar-4	Mal:Bruker ar-4
ܣܕܪܐ:ܢܗܪܘܬܐ	Kategori:Elver
ܩܠܒܐ:User he-3	Mal:Bruker he-3
ܩܠܒܐ:User ko	Mal:Bruker ko
ܩܠܒܐ:User pt	Mal:Bruker pt
ܣܕܪܐ:User nl	Kategori:Bruker nl
ܣܕܪܐ:User no	Kategori:Bruker no
ܣܕܪܐ:ܣܘܪܝܐ	Kategori:Syria
ܣܕܪܐ:ܕܪܐ ܩܕܡܝܐ	Kategori:0-tallet
ܣܕܪܐ:ܓܙܪܬܐ ܝܒܫܢܝܬܐ	Kategori:Halvøyer
ܣܕܪܐ:ܗܘܦܪܟܝܣ ܕܗܘܠܢܕܐ	Kategori:Nederlands provinser
ܣܕܪܐ:ܡܕܝܢܬܐ ܕܥܝܪܐܩ	Kategori:Byer i Irak
ܣܕܪܐ:ܥܝܢܐ (ܨܪܘܝܘܬܐ)	Kategori:Øyet
ܣܕܪܐ:ܓܘܪܓܝܐ	Kategori:Georgia
ܣܕܪܐ:ܟܘܘܝܬ	Kategori:Kuwait
ܣܕܪܐ:ܠܒܢܢ	Kategori:Libanon
ܣܕܪܐ:ܪܝܫܝ ܩܘܛܢܝܘܬܐ ܕܐܬܪܘܬܐ ܡܚܝܕܐ ܕܐܡܪܝܩܐ	Kategori:USAs presidenter
ܣܕܪܐ:ܝܘܪܕܢܢ	Kategori:Jordan
ܣܕܪܐ:ܦܐܪܐ	Kategori:Frukt
ܣܕܪܐ:ܝܘܠܦܢ ܟܘܪܗܢܐ	Kategori:Patologi
ܣܕܪܐ:ܓܒܐ	Kategori:Politiske partier
ܣܕܪܐ:ܕܝܬܝܩܝ ܚܕܬܐ	Kategori:Det nye testamente
ܣܕܪܐ:ܕܝܬܝܩܝ ܥܬܝܩܬܐ	Kategori:Det gamle testamente
ܣܕܪܐ:ܓܪܡܐ	Kategori:Skjelettet
ܣܕܪܐ:ܗܘܦܪܟܝܣ ܘܐܘܚܕܢܐ ܕܩܢܕܐ	Kategori:Canadas provinser og territorier
ܣܕܪܐ:ܚܝܘܬܐ	Kategori:Dyr
ܣܕܪܐ:ܛܘܪܐ	Kategori:Fjellkjeder
ܣܕܪܐ:ܣܘܥܪܢܐ	Kategori:Historiske hendelser
ܣܕܪܐ:ܟܘܪܗܢܐ	Kategori:Sykdommer
ܣܕܪܐ:User pl	Kategori:Bruker pl
ܣܕܪܐ:ܩܣܪ	Kategori:Keisere
ܣܕܪܐ:ܡܕܒܪܐ	Kategori:Ørkener
ܣܕܪܐ:ܝܡܡܬܐ	Kategori:Innsjøer
ܩܠܒܐ:ܨܢܕܘܩ ܪܡܙܐ ܕܠܫܢܐ	Mal:Infoboks språk
ܣܕܪܐ:ܩܛܠܥܡܐ	Kategori:Massakrer
ܛܪܘܝܐܢܝ	Trojany
ܩܠܒܐ:Sister	Mal:Søster
ܫܩܐ	Legg
ܣܕܪܐ:ܦܛܪܝܪܟܘ ܕܥܕܬܐ ܕܡܕܢܚܐ ܕܐܬܘܪܝܐ	Kategori:Katolikos-patriarker av Østens kirke
ܣܕܪܐ:ܦܛܪܝܪܟܘ	Kategori:Patriarker
ܣܕܪܐ:ܒܝܬ ܟܬܒܐ	Kategori:Biblioteker
ܣܕܪܐ:ܫܢܬܐ ܥܕܬܢܝܬܐ	Kategori:Kirkeåret
ܣܕܪܐ:ܒܝܬ ܢܗܪܝܢ	Kategori:Mesopotamia
ܣܕܪܐ:ܓܘܢܐ	Kategori:Farge
ܣܕܪܐ:ܦܛܪܝܪܟܘ ܕܥܕܬܐ ܣܘܪܝܝܬܐ ܐܪܬܘܕܟܣܝܬܐ	Kategori:Syrisk-ortodokse patriarker av Antiokia
ܩܠܒܐ:ܣܘܪܓܕܐ ܚܘܫܒܢܐ	Mal:Årstall i andre kalendere
ܣܕܪܐ:ܩܕܝܫܐ	Kategori:Helgener
ܩܪܕܐ (ܪܚܫܐ)	Flåtter
ܩܠܒܐ:ܣܝܩܘܡ ܫܘܪܝܐ	Mal:Startdato
ܩܠܒܐ:User nl-4	Mal:Bruker nl-4
ܩܠܒܐ:User nl-3	Mal:Bruker nl-3
ܩܠܒܐ:Tim	Mal:Tim
ܬܪܥܐ:ܐܘܩܝܢܘܣܝܐ	Portal:Oseania
ܢܘܓܗܐ	Demring
ܕܝܠܢܝܐ:ܫܘܚܠܦ̈ܐ ܚܕ̈ܬܐ	Spesial:Siste endringer
